Id,Nombre,CostoUnitario,Iva
304,Termostato inteligente,3872150,0.19
1428,Televisor,3225074,0.19
2993,Kit de realidad virtual (VR),3464022,0.19
285,Cámara digital,7993662,0.19
2364,Auriculares inalámbricos,8367314,0.19
364,Impresora,2457652,0.19
1476,Altavoces Bluetooth,8652998,0.19
2660,Monitor de computadora,3399601,0.19
2163,Linterna LED,7685089,0.19
1234,Videocámara,4786121,0.19
414,Cámara digital,9613146,0.19
2016,Máquina de afeitar eléctrica,821399,0.19
411,Altavoces Bluetooth,6367800,0.19
2464,Dron,3706736,0.19
2093,Monitor de computadora,9243543,0.19
938,Kit de realidad virtual (VR),3370889,0.19
2555,Máquina de afeitar eléctrica,995782,0.19
2765,Laptop,5512865,0.19
2902,Reloj inteligente para deportes,9848646,0.19
620,Laptop,5883195,0.19
71,Consola de videojuegos,4202270,0.19
224,Máquina de afeitar eléctrica,8115377,0.19
2126,Videocámara,2367765,0.19
1076,Consola de videojuegos,8211386,0.19
171,Televisor,7572823,0.19
1712,Disco duro externo,9349175,0.19
58,Televisor,6843080,0.19
1570,Router inalámbrico,8308910,0.19
2279,Cámara digital,6951879,0.19
2822,Cargador inalámbrico,8861154,0.19
2659,Monitor de computadora,9413558,0.19
134,Proyector,9367126,0.19
2293,Televisor,4221745,0.19
1090,Teclado mecánico,6688474,0.19
2738,Reproductor de DVD/Blu-ray,6106003,0.19
2685,Cargador inalámbrico,6378267,0.19
2757,Batería externa,2408271,0.19
577,Robot aspirador,6959617,0.19
579,Reproductor de DVD/Blu-ray,4532353,0.19
1395,Laptop,3447008,0.19
1676,Tablet,5707692,0.19
902,Auriculares inalámbricos,829788,0.19
1028,Cargador inalámbrico,5566746,0.19
2713,Auriculares inalámbricos,4581236,0.19
2453,Smartwatch,7177172,0.19
1546,Termostato inteligente,844982,0.19
502,Proyector,2481187,0.19
1606,Smartphone,9186043,0.19
2211,Teclado mecánico,1367603,0.19
2093,Máquina de afeitar eléctrica,4738250,0.19
737,Reloj inteligente para deportes,6157100,0.19
61,Monitor de computadora,4798820,0.19
480,Tablet,1278058,0.19
1201,Termostato inteligente,2575481,0.19
1894,Consola de videojuegos,8717711,0.19
258,Kit de realidad virtual (VR),5001270,0.19
1446,Termostato inteligente,2300647,0.19
1196,Máquina de afeitar eléctrica,8341864,0.19
923,Router inalámbrico,4126938,0.19
2105,Reloj inteligente para deportes,1872172,0.19
772,Linterna LED,7271091,0.19
1098,Televisor,6677570,0.19
1688,Altavoces Bluetooth,2540410,0.19
2377,Teclado mecánico,9275689,0.19
1874,Laptop,784920,0.19
1294,Robot aspirador,1048086,0.19
228,Smartwatch,7931910,0.19
1089,Plancha de ropa con vapor,4594497,0.19
1721,Reloj inteligente para deportes,1630088,0.19
410,Auriculares inalámbricos,6977996,0.19
396,Laptop,7799585,0.19
398,Sistema de sonido envolvente,5484398,0.19
2729,Robot aspirador,6983784,0.19
2304,Termostato inteligente,1347772,0.19
2924,Batería externa,3335502,0.19
166,Tablet,5777751,0.19
2174,Kit de realidad virtual (VR),5931288,0.19
1016,Sistema de sonido envolvente,3036485,0.19
2129,Sistema de sonido envolvente,7273920,0.19
2285,Laptop,516908,0.19
205,Teclado mecánico,1489122,0.19
1495,Batería externa,4090670,0.19
2248,Teclado mecánico,3598018,0.19
2441,Sistema de sonido envolvente,7499145,0.19
592,Televisor,7021507,0.19
1330,Linterna LED,8023513,0.19
2940,Cámara digital,5404064,0.19
159,Batería externa,3072258,0.19
399,Laptop,6979639,0.19
2532,Impresora,6334978,0.19
2635,Batería externa,9739111,0.19
1411,Proyector,7345362,0.19
2634,Smartphone,3405257,0.19
769,Altavoces Bluetooth,6684366,0.19
2186,Cámara digital,1128489,0.19
2968,Máquina de afeitar eléctrica,7254166,0.19
2623,Proyector,7352539,0.19
1646,Proyector,8699261,0.19
1139,Plancha de ropa con vapor,6662059,0.19
1529,Dron,6888895,0.19
208,Reproductor de DVD/Blu-ray,3806026,0.19
1162,Consola de videojuegos,1560747,0.19
2773,Teclado mecánico,8046026,0.19
539,Batería externa,7383179,0.19
2951,Termostato inteligente,3642056,0.19
774,Kit de realidad virtual (VR),6150922,0.19
1449,Cámara digital,6077070,0.19
1819,Tablet,7316275,0.19
1204,Máquina de afeitar eléctrica,2855535,0.19
1048,Laptop,7102574,0.19
980,Auriculares inalámbricos,2019507,0.19
830,Tableta gráfica,1872043,0.19
870,Batería externa,6789023,0.19
1798,Teclado mecánico,8638249,0.19
2522,Consola de videojuegos,7971048,0.19
998,Televisor,6515425,0.19
995,Termostato inteligente,769684,0.19
1140,Videocámara,8481622,0.19
2299,Consola de videojuegos,6730766,0.19
1960,Sistema de sonido envolvente,5622909,0.19
1731,Altavoces Bluetooth,2783417,0.19
2522,Laptop,4377006,0.19
1296,Sistema de sonido envolvente,1253769,0.19
586,Reproductor de DVD/Blu-ray,4814358,0.19
2091,Sistema de sonido envolvente,7461460,0.19
1048,Auriculares inalámbricos,7779712,0.19
1291,Cámara digital,2613342,0.19
1154,Plancha de ropa con vapor,6583231,0.19
2406,Proyector,9190630,0.19
628,Teclado mecánico,6384158,0.19
1581,Linterna LED,4149876,0.19
2473,Reloj inteligente para deportes,8332655,0.19
820,Tablet,4891121,0.19
1264,Auriculares inalámbricos,4799239,0.19
2345,Reproductor de DVD/Blu-ray,5152240,0.19
234,Robot aspirador,6551686,0.19
2572,Reproductor de DVD/Blu-ray,1824077,0.19
1251,Videocámara,3743588,0.19
2045,Kit de realidad virtual (VR),4941969,0.19
1029,Impresora,2628863,0.19
2788,Ratón óptico,8839482,0.19
994,Teclado mecánico,2743663,0.19
1012,Videocámara,6987225,0.19
2946,Consola de videojuegos,8906071,0.19
786,Máquina de afeitar eléctrica,7950523,0.19
2607,Linterna LED,4196540,0.19
1510,Router inalámbrico,2241897,0.19
2088,Tablet,8662597,0.19
1582,Proyector,9950294,0.19
773,Smartphone,1512579,0.19
2515,Auriculares inalámbricos,1068442,0.19
145,Auriculares inalámbricos,6890474,0.19
840,Reproductor de DVD/Blu-ray,5489368,0.19
800,Plancha de ropa con vapor,8833472,0.19
364,Altavoces Bluetooth,4633152,0.19
1496,Cargador inalámbrico,5794158,0.19
703,Kit de realidad virtual (VR),3091408,0.19
1070,Máquina de afeitar eléctrica,7486876,0.19
460,Kit de realidad virtual (VR),2558695,0.19
1449,Tableta gráfica,2744719,0.19
1791,Cámara digital,1592923,0.19
964,Cámara digital,4636562,0.19
2770,Cámara digital,1736597,0.19
735,Reproductor de DVD/Blu-ray,881728,0.19
41,Batería externa,5457075,0.19
562,Altavoces Bluetooth,5777285,0.19
554,Reloj inteligente para deportes,7910584,0.19
1727,Consola de videojuegos,2903589,0.19
2114,Termostato inteligente,2751057,0.19
550,Cargador inalámbrico,6376844,0.19
582,Videocámara,3257280,0.19
1489,Smartphone,2554356,0.19
1076,Kit de realidad virtual (VR),3837220,0.19
875,Batería externa,8648327,0.19
2779,Reproductor de DVD/Blu-ray,5734057,0.19
720,Robot aspirador,9135166,0.19
113,Monitor de computadora,6800600,0.19
1785,Disco duro externo,6116473,0.19
1638,Kit de realidad virtual (VR),9006502,0.19
2721,Monitor de computadora,5943991,0.19
2638,Ratón óptico,2581533,0.19
2782,Televisor,9307993,0.19
1329,Proyector,5685270,0.19
2966,Kit de realidad virtual (VR),5687301,0.19
1869,Altavoces Bluetooth,1170787,0.19
860,Cargador inalámbrico,1839197,0.19
2711,Altavoces Bluetooth,4578353,0.19
2929,Smartwatch,4836506,0.19
2045,Altavoces Bluetooth,1484229,0.19
185,Batería externa,6254496,0.19
2159,Consola de videojuegos,1601987,0.19
2815,Robot aspirador,3736648,0.19
1545,Auriculares inalámbricos,6754223,0.19
941,Termostato inteligente,8815758,0.19
1424,Videocámara,6644975,0.19
2419,Plancha de ropa con vapor,4283763,0.19
2286,Sistema de sonido envolvente,4138624,0.19
2816,Impresora,2468884,0.19
164,Cámara digital,1434245,0.19
2748,Laptop,7371620,0.19
366,Tablet,3290924,0.19
481,Cámara digital,1375024,0.19
2456,Router inalámbrico,7412245,0.19
714,Tableta gráfica,9855206,0.19
2793,Disco duro externo,5976585,0.19
2960,Tablet,7373101,0.19
74,Tableta gráfica,8411634,0.19
2054,Tablet,668846,0.19
2346,Smartwatch,4664296,0.19
1672,Reproductor de DVD/Blu-ray,4459511,0.19
1518,Impresora,7007905,0.19
2835,Proyector,8791540,0.19
617,Robot aspirador,2612292,0.19
2824,Ratón óptico,859223,0.19
408,Smartwatch,5533011,0.19
1888,Máquina de afeitar eléctrica,3771440,0.19
2404,Monitor de computadora,7119510,0.19
1239,Altavoces Bluetooth,980261,0.19
78,Kit de realidad virtual (VR),2084267,0.19
1677,Televisor,3182179,0.19
1135,Cámara digital,2585079,0.19
2660,Ratón óptico,7124131,0.19
2384,Monitor de computadora,7236143,0.19
2385,Laptop,9574550,0.19
2129,Batería externa,4024107,0.19
284,Impresora,5928979,0.19
422,Videocámara,2631763,0.19
1411,Reproductor de DVD/Blu-ray,5752468,0.19
2412,Reproductor de DVD/Blu-ray,1807539,0.19
1948,Reloj inteligente para deportes,3360115,0.19
275,Ratón óptico,2861688,0.19
1108,Máquina de afeitar eléctrica,4963637,0.19
1025,Videocámara,6622628,0.19
2725,Reloj inteligente para deportes,3073651,0.19
1735,Reloj inteligente para deportes,8223158,0.19
1474,Dron,3247572,0.19
1233,Disco duro externo,4218937,0.19
2595,Consola de videojuegos,2169094,0.19
2448,Teclado mecánico,6494078,0.19
863,Sistema de sonido envolvente,2086777,0.19
1009,Reloj inteligente para deportes,1695367,0.19
395,Monitor de computadora,4980726,0.19
2305,Laptop,3401019,0.19
2989,Proyector,8536096,0.19
1651,Smartwatch,5739946,0.19
2413,Linterna LED,2903865,0.19
2004,Smartwatch,6715819,0.19
1324,Máquina de afeitar eléctrica,9302132,0.19
2546,Teclado mecánico,6938920,0.19
1474,Kit de realidad virtual (VR),8648531,0.19
248,Dron,8685125,0.19
2154,Videocámara,5030895,0.19
1919,Smartphone,1807202,0.19
1657,Sistema de sonido envolvente,5464378,0.19
2204,Sistema de sonido envolvente,6618012,0.19
249,Máquina de afeitar eléctrica,812094,0.19
2619,Cargador inalámbrico,8264977,0.19
2241,Máquina de afeitar eléctrica,8894081,0.19
562,Proyector,8820385,0.19
2274,Tableta gráfica,9650312,0.19
721,Máquina de afeitar eléctrica,1825952,0.19
1183,Videocámara,2840406,0.19
2326,Termostato inteligente,1420935,0.19
2793,Monitor de computadora,4064872,0.19
2211,Auriculares inalámbricos,9056836,0.19
1421,Auriculares inalámbricos,5421342,0.19
68,Sistema de sonido envolvente,9706907,0.19
1298,Laptop,3889042,0.19
1983,Teclado mecánico,3321911,0.19
1605,Dron,8502049,0.19
1815,Batería externa,4769667,0.19
686,Router inalámbrico,6505617,0.19
926,Robot aspirador,2892169,0.19
2968,Reloj inteligente para deportes,4356818,0.19
2327,Ratón óptico,1355687,0.19
2597,Robot aspirador,7735727,0.19
419,Impresora,3729900,0.19
2304,Altavoces Bluetooth,8626226,0.19
254,Termostato inteligente,1902762,0.19
1198,Cargador inalámbrico,557370,0.19
1482,Reproductor de DVD/Blu-ray,1285603,0.19
465,Robot aspirador,1409003,0.19
662,Altavoces Bluetooth,1787736,0.19
2572,Consola de videojuegos,582997,0.19
1349,Linterna LED,5460273,0.19
101,Disco duro externo,6942160,0.19
1770,Videocámara,2319081,0.19
2864,Reproductor de DVD/Blu-ray,9018016,0.19
1937,Auriculares inalámbricos,6201926,0.19
2913,Cámara digital,8079936,0.19
1336,Linterna LED,3564116,0.19
307,Tableta gráfica,7946583,0.19
1079,Televisor,1914165,0.19
722,Plancha de ropa con vapor,9083893,0.19
1374,Batería externa,4430370,0.19
902,Reproductor de DVD/Blu-ray,2563802,0.19
897,Cámara digital,7261914,0.19
2753,Sistema de sonido envolvente,6079032,0.19
372,Laptop,1110061,0.19
1681,Robot aspirador,1409964,0.19
236,Plancha de ropa con vapor,6171684,0.19
1345,Cámara digital,2235464,0.19
1902,Router inalámbrico,7877322,0.19
1772,Teclado mecánico,4988756,0.19
429,Altavoces Bluetooth,903656,0.19
2336,Monitor de computadora,2410216,0.19
2096,Batería externa,8540459,0.19
2575,Termostato inteligente,7246060,0.19
1321,Tablet,3013510,0.19
2996,Televisor,7937557,0.19
2397,Robot aspirador,1711858,0.19
2504,Router inalámbrico,4736325,0.19
446,Televisor,1225145,0.19
1212,Cargador inalámbrico,1089004,0.19
2356,Ratón óptico,5531225,0.19
649,Impresora,8395837,0.19
904,Cámara digital,2107203,0.19
2441,Tableta gráfica,9216202,0.19
2138,Dron,3809157,0.19
2626,Cargador inalámbrico,4666412,0.19
317,Ratón óptico,701515,0.19
204,Altavoces Bluetooth,5214369,0.19
2958,Tableta gráfica,4179912,0.19
2621,Videocámara,1664673,0.19
1615,Tablet,2374774,0.19
2983,Cargador inalámbrico,6572029,0.19
2931,Disco duro externo,6395743,0.19
1233,Robot aspirador,3217693,0.19
524,Cargador inalámbrico,1171104,0.19
2376,Router inalámbrico,3180657,0.19
1653,Altavoces Bluetooth,560725,0.19
512,Tableta gráfica,3767061,0.19
1031,Ratón óptico,3101008,0.19
1722,Ratón óptico,6516917,0.19
1528,Proyector,6702619,0.19
2387,Smartwatch,8771900,0.19
737,Kit de realidad virtual (VR),9500297,0.19
1379,Kit de realidad virtual (VR),5971090,0.19
1890,Auriculares inalámbricos,4703418,0.19
1526,Monitor de computadora,3729756,0.19
1943,Smartwatch,8279354,0.19
644,Cargador inalámbrico,6613135,0.19
278,Router inalámbrico,9586309,0.19
1355,Impresora,9523655,0.19
2140,Laptop,1899732,0.19
2139,Consola de videojuegos,8007226,0.19
1730,Kit de realidad virtual (VR),4971738,0.19
1339,Máquina de afeitar eléctrica,8338895,0.19
2721,Consola de videojuegos,7138458,0.19
2156,Robot aspirador,6376648,0.19
1320,Máquina de afeitar eléctrica,896819,0.19
2009,Plancha de ropa con vapor,6471004,0.19
265,Auriculares inalámbricos,8291817,0.19
1253,Batería externa,3945553,0.19
1544,Monitor de computadora,6706979,0.19
842,Termostato inteligente,4996450,0.19
2300,Linterna LED,2094667,0.19
417,Dron,7433299,0.19
852,Ratón óptico,1782956,0.19
1036,Tableta gráfica,4102208,0.19
905,Reloj inteligente para deportes,5319021,0.19
841,Reproductor de DVD/Blu-ray,7257703,0.19
585,Proyector,5029466,0.19
1560,Termostato inteligente,7080881,0.19
2541,Plancha de ropa con vapor,3065882,0.19
1980,Impresora,2278298,0.19
1712,Auriculares inalámbricos,1013077,0.19
937,Videocámara,2391052,0.19
1894,Auriculares inalámbricos,7145035,0.19
1926,Smartphone,4777837,0.19
511,Tablet,4871286,0.19
1338,Laptop,8724693,0.19
1760,Plancha de ropa con vapor,9720652,0.19
2005,Ratón óptico,1843137,0.19
2932,Teclado mecánico,4087987,0.19
484,Consola de videojuegos,8962031,0.19
1138,Monitor de computadora,5222264,0.19
2138,Batería externa,6861752,0.19
1596,Smartphone,4253418,0.19
2041,Linterna LED,2294475,0.19
614,Cámara digital,1623990,0.19
295,Termostato inteligente,3067289,0.19
2210,Disco duro externo,7768963,0.19
2012,Router inalámbrico,9328201,0.19
2927,Batería externa,956620,0.19
2462,Plancha de ropa con vapor,7070025,0.19
2354,Reproductor de DVD/Blu-ray,4007092,0.19
943,Cargador inalámbrico,2418443,0.19
313,Reproductor de DVD/Blu-ray,6577638,0.19
2455,Cargador inalámbrico,6474313,0.19
1150,Máquina de afeitar eléctrica,4859246,0.19
2442,Termostato inteligente,8234333,0.19
2666,Videocámara,8879179,0.19
1380,Kit de realidad virtual (VR),2340827,0.19
2318,Monitor de computadora,9267395,0.19
1240,Laptop,524067,0.19
2139,Reloj inteligente para deportes,5480211,0.19
845,Televisor,5546149,0.19
2147,Tablet,5257767,0.19
1238,Cámara digital,3947069,0.19
768,Kit de realidad virtual (VR),820479,0.19
1306,Reproductor de DVD/Blu-ray,1813062,0.19
375,Ratón óptico,2921430,0.19
628,Reloj inteligente para deportes,9974813,0.19
485,Sistema de sonido envolvente,2629666,0.19
2117,Linterna LED,6227478,0.19
2885,Máquina de afeitar eléctrica,9175102,0.19
2099,Plancha de ropa con vapor,7565857,0.19
110,Altavoces Bluetooth,8932295,0.19
1099,Cargador inalámbrico,5133573,0.19
284,Linterna LED,3481521,0.19
2726,Ratón óptico,8001491,0.19
1264,Proyector,4707346,0.19
2774,Impresora,5590728,0.19
2123,Reloj inteligente para deportes,4880383,0.19
1346,Máquina de afeitar eléctrica,9143792,0.19
1218,Televisor,9245678,0.19
2276,Linterna LED,9202445,0.19
2797,Consola de videojuegos,3293727,0.19
2209,Altavoces Bluetooth,5959692,0.19
1081,Proyector,5153544,0.19
2359,Teclado mecánico,5354904,0.19
2721,Batería externa,5190806,0.19
1628,Televisor,8602052,0.19
2528,Laptop,6553232,0.19
154,Televisor,2306648,0.19
1158,Televisor,1330328,0.19
1275,Plancha de ropa con vapor,3707447,0.19
292,Impresora,9986892,0.19
1309,Tablet,769853,0.19
1160,Televisor,7292013,0.19
1232,Ratón óptico,3193484,0.19
1587,Tableta gráfica,7514378,0.19
2007,Termostato inteligente,3094373,0.19
1115,Plancha de ropa con vapor,3849529,0.19
1862,Dron,8814718,0.19
1659,Cámara digital,3842602,0.19
2693,Monitor de computadora,5077538,0.19
2592,Altavoces Bluetooth,4221512,0.19
2284,Smartwatch,6713682,0.19
1423,Laptop,4892293,0.19
1497,Reloj inteligente para deportes,7879178,0.19
898,Robot aspirador,1319656,0.19
2450,Altavoces Bluetooth,5384250,0.19
810,Tablet,9305854,0.19
2991,Smartphone,2789721,0.19
2017,Consola de videojuegos,7711153,0.19
2376,Tablet,7072282,0.19
759,Linterna LED,9015191,0.19
642,Auriculares inalámbricos,1257459,0.19
2696,Disco duro externo,4590723,0.19
2510,Smartwatch,9435474,0.19
232,Batería externa,2069571,0.19
541,Cargador inalámbrico,6700243,0.19
2458,Reloj inteligente para deportes,7803634,0.19
418,Máquina de afeitar eléctrica,5238237,0.19
635,Cámara digital,758782,0.19
1044,Smartwatch,5946533,0.19
813,Smartphone,1864466,0.19
273,Impresora,9901046,0.19
560,Disco duro externo,6282130,0.19
2825,Smartphone,1874824,0.19
1512,Batería externa,7830113,0.19
2613,Ratón óptico,2658361,0.19
2597,Tableta gráfica,3926011,0.19
1077,Plancha de ropa con vapor,7890695,0.19
2055,Cargador inalámbrico,2173007,0.19
2862,Linterna LED,9941696,0.19
863,Sistema de sonido envolvente,9684301,0.19
1705,Proyector,4798660,0.19
1369,Ratón óptico,3387717,0.19
2096,Termostato inteligente,4618149,0.19
1118,Auriculares inalámbricos,6796239,0.19
1562,Videocámara,4656640,0.19
2608,Disco duro externo,6577140,0.19
1030,Kit de realidad virtual (VR),2119962,0.19
2843,Televisor,5633551,0.19
1160,Sistema de sonido envolvente,6699825,0.19
1723,Termostato inteligente,9359520,0.19
1779,Cargador inalámbrico,7714463,0.19
1437,Batería externa,9210451,0.19
153,Batería externa,8476727,0.19
620,Router inalámbrico,2346948,0.19
153,Ratón óptico,4728928,0.19
471,Altavoces Bluetooth,4761272,0.19
396,Kit de realidad virtual (VR),5701967,0.19
2034,Tablet,4780853,0.19
943,Auriculares inalámbricos,9450814,0.19
2253,Laptop,9453200,0.19
1293,Impresora,7340175,0.19
836,Auriculares inalámbricos,2077932,0.19
2752,Proyector,722419,0.19
2256,Termostato inteligente,8039684,0.19
1727,Tablet,830884,0.19
2269,Laptop,7865776,0.19
113,Laptop,8094286,0.19
892,Sistema de sonido envolvente,981718,0.19
1501,Proyector,4900512,0.19
209,Proyector,1370847,0.19
653,Teclado mecánico,6467286,0.19
1950,Smartwatch,6579216,0.19
702,Teclado mecánico,3702221,0.19
1458,Proyector,6161800,0.19
783,Proyector,3326776,0.19
2732,Reproductor de DVD/Blu-ray,8586514,0.19
2084,Laptop,1760797,0.19
1763,Router inalámbrico,7458529,0.19
1705,Sistema de sonido envolvente,1455768,0.19
429,Kit de realidad virtual (VR),4587370,0.19
210,Auriculares inalámbricos,8504277,0.19
2624,Televisor,2489493,0.19
1380,Termostato inteligente,942727,0.19
1774,Teclado mecánico,1472821,0.19
2048,Impresora,5010833,0.19
1395,Tablet,6890163,0.19
1933,Auriculares inalámbricos,3098800,0.19
2259,Smartphone,7625789,0.19
941,Reloj inteligente para deportes,9046296,0.19
403,Reproductor de DVD/Blu-ray,3190700,0.19
2761,Monitor de computadora,9121263,0.19
1033,Auriculares inalámbricos,6344325,0.19
2896,Router inalámbrico,7736515,0.19
2188,Router inalámbrico,9946278,0.19
214,Sistema de sonido envolvente,7404893,0.19
2172,Tablet,9284758,0.19
2560,Ratón óptico,8729388,0.19
161,Termostato inteligente,7741323,0.19
88,Dron,7460564,0.19
1817,Altavoces Bluetooth,7915470,0.19
1103,Plancha de ropa con vapor,2927654,0.19
1737,Termostato inteligente,8486803,0.19
2374,Plancha de ropa con vapor,511105,0.19
1543,Videocámara,1798488,0.19
1473,Máquina de afeitar eléctrica,6907300,0.19
2483,Reproductor de DVD/Blu-ray,5154168,0.19
601,Videocámara,2510230,0.19
538,Dron,4674653,0.19
179,Teclado mecánico,1691606,0.19
2099,Altavoces Bluetooth,9153353,0.19
385,Smartwatch,2864208,0.19
345,Proyector,9679023,0.19
1134,Altavoces Bluetooth,3017122,0.19
393,Plancha de ropa con vapor,5985211,0.19
299,Cámara digital,8253062,0.19
267,Kit de realidad virtual (VR),9818823,0.19
73,Teclado mecánico,3967969,0.19
2879,Sistema de sonido envolvente,2344201,0.19
2030,Termostato inteligente,9603639,0.19
1764,Televisor,7356864,0.19
1299,Consola de videojuegos,586702,0.19
169,Smartphone,4225900,0.19
613,Router inalámbrico,3465565,0.19
1788,Sistema de sonido envolvente,3018245,0.19
81,Disco duro externo,4917049,0.19
1114,Smartwatch,2979198,0.19
260,Tablet,4075688,0.19
1566,Monitor de computadora,8397592,0.19
2611,Smartphone,3249177,0.19
2043,Robot aspirador,3142596,0.19
2640,Televisor,1385336,0.19
1906,Cargador inalámbrico,6186372,0.19
2600,Máquina de afeitar eléctrica,1963574,0.19
1925,Televisor,9104686,0.19
2114,Sistema de sonido envolvente,6849697,0.19
2432,Tablet,4869427,0.19
2338,Dron,3871587,0.19
1356,Batería externa,4232318,0.19
1092,Ratón óptico,1690360,0.19
1384,Termostato inteligente,2183927,0.19
1674,Consola de videojuegos,9741381,0.19
2474,Cámara digital,5400772,0.19
1891,Batería externa,5300923,0.19
1149,Reloj inteligente para deportes,960249,0.19
298,Impresora,9047418,0.19
1940,Videocámara,4562457,0.19
2933,Robot aspirador,1037459,0.19
938,Laptop,8987425,0.19
1178,Linterna LED,7163974,0.19
2609,Reloj inteligente para deportes,714167,0.19
488,Videocámara,925183,0.19
1241,Cargador inalámbrico,1541128,0.19
1409,Videocámara,2665018,0.19
1048,Cargador inalámbrico,5633717,0.19
2862,Consola de videojuegos,3048155,0.19
2062,Cargador inalámbrico,6305368,0.19
492,Videocámara,5153284,0.19
1799,Monitor de computadora,9566662,0.19
773,Sistema de sonido envolvente,6173656,0.19
1938,Cámara digital,4094667,0.19
541,Cámara digital,6718686,0.19
2571,Televisor,4356599,0.19
1401,Máquina de afeitar eléctrica,9866742,0.19
2301,Monitor de computadora,3850474,0.19
211,Teclado mecánico,5087706,0.19
1600,Ratón óptico,9265078,0.19
2321,Auriculares inalámbricos,8351168,0.19
2042,Laptop,6162769,0.19
2483,Linterna LED,8337727,0.19
480,Teclado mecánico,3829583,0.19
2716,Altavoces Bluetooth,2405767,0.19
2607,Consola de videojuegos,1882259,0.19
1505,Reloj inteligente para deportes,5425103,0.19
384,Monitor de computadora,3751015,0.19
999,Robot aspirador,789739,0.19
1143,Reloj inteligente para deportes,8654693,0.19
3000,Laptop,4863707,0.19
894,Smartwatch,2592879,0.19
1849,Proyector,8943111,0.19
2504,Smartphone,1080748,0.19
68,Cargador inalámbrico,1713086,0.19
633,Smartphone,3197359,0.19
2083,Auriculares inalámbricos,2114031,0.19
353,Sistema de sonido envolvente,5296155,0.19
1289,Linterna LED,928588,0.19
536,Tablet,1573243,0.19
445,Ratón óptico,4930510,0.19
313,Televisor,7955631,0.19
2487,Tablet,2137653,0.19
37,Disco duro externo,1229443,0.19
880,Altavoces Bluetooth,5264043,0.19
1593,Sistema de sonido envolvente,5519868,0.19
2047,Reproductor de DVD/Blu-ray,4596353,0.19
735,Smartphone,4479888,0.19
1223,Sistema de sonido envolvente,6725734,0.19
1620,Batería externa,7828580,0.19
2396,Smartwatch,3943071,0.19
2782,Termostato inteligente,2013556,0.19
1839,Laptop,9025525,0.19
2688,Altavoces Bluetooth,6082963,0.19
1020,Teclado mecánico,4170417,0.19
843,Reloj inteligente para deportes,2764078,0.19
2648,Linterna LED,8925605,0.19
2340,Kit de realidad virtual (VR),569409,0.19
180,Ratón óptico,2227977,0.19
2673,Altavoces Bluetooth,2660917,0.19
62,Laptop,7270894,0.19
795,Dron,757041,0.19
2417,Altavoces Bluetooth,9917397,0.19
2647,Robot aspirador,3909445,0.19
349,Tablet,8257823,0.19
941,Cargador inalámbrico,9998633,0.19
2699,Monitor de computadora,6960185,0.19
1431,Altavoces Bluetooth,5186965,0.19
1619,Teclado mecánico,9935617,0.19
285,Kit de realidad virtual (VR),1352843,0.19
421,Linterna LED,7371236,0.19
1245,Sistema de sonido envolvente,3659927,0.19
2479,Batería externa,4509050,0.19
1716,Cargador inalámbrico,5639871,0.19
86,Kit de realidad virtual (VR),7502209,0.19
2537,Robot aspirador,3016022,0.19
1746,Máquina de afeitar eléctrica,7963125,0.19
1830,Reproductor de DVD/Blu-ray,8302102,0.19
1948,Plancha de ropa con vapor,2251643,0.19
1811,Cámara digital,4895007,0.19
53,Termostato inteligente,2082465,0.19
1625,Máquina de afeitar eléctrica,7137605,0.19
812,Tableta gráfica,1179312,0.19
1117,Proyector,7015508,0.19
956,Batería externa,5780376,0.19
82,Auriculares inalámbricos,2385203,0.19
1952,Tableta gráfica,1312749,0.19
777,Televisor,1685504,0.19
1030,Cámara digital,9731817,0.19
1605,Monitor de computadora,3507778,0.19
123,Cámara digital,2013449,0.19
1833,Teclado mecánico,6948749,0.19
2320,Batería externa,4001533,0.19
205,Máquina de afeitar eléctrica,4431200,0.19
421,Consola de videojuegos,7802635,0.19
1311,Auriculares inalámbricos,9997369,0.19
642,Plancha de ropa con vapor,6360652,0.19
2269,Linterna LED,2545782,0.19
839,Monitor de computadora,9412967,0.19
2512,Reproductor de DVD/Blu-ray,4166295,0.19
1215,Smartphone,1139357,0.19
2041,Tablet,8116443,0.19
789,Cargador inalámbrico,6215040,0.19
1960,Reloj inteligente para deportes,4494097,0.19
1013,Máquina de afeitar eléctrica,9666835,0.19
435,Reloj inteligente para deportes,9990295,0.19
705,Monitor de computadora,5711166,0.19
2813,Reproductor de DVD/Blu-ray,709155,0.19
1096,Robot aspirador,3687906,0.19
2823,Disco duro externo,7216195,0.19
152,Tablet,8691043,0.19
2415,Reloj inteligente para deportes,1473063,0.19
592,Máquina de afeitar eléctrica,5991003,0.19
1562,Auriculares inalámbricos,8722806,0.19
2992,Reproductor de DVD/Blu-ray,1600302,0.19
744,Disco duro externo,7640359,0.19
1937,Consola de videojuegos,5638648,0.19
1265,Tableta gráfica,7460159,0.19
534,Termostato inteligente,5044782,0.19
2945,Máquina de afeitar eléctrica,512002,0.19
2661,Disco duro externo,998825,0.19
44,Altavoces Bluetooth,9543371,0.19
1163,Laptop,3201180,0.19
2040,Batería externa,9490137,0.19
1633,Máquina de afeitar eléctrica,7142758,0.19
1287,Ratón óptico,7335796,0.19
914,Sistema de sonido envolvente,3786371,0.19
429,Reloj inteligente para deportes,4850345,0.19
984,Teclado mecánico,6090089,0.19
2025,Auriculares inalámbricos,3521165,0.19
